film_ref	sm_comm	tfidf_comm	sm_comm_size	tfidf_comm_size	type	betweenness	description
(filmRef)17134	43	7	21	370	Type 2  vocab > structure	0.0	non-fiction Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match ction and a behind-the-scenes look at Celtic and Rangers FC.Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match action and a behind-the-scenes look at Celtic and Rangers FC. [Source - BBC Alba] [Subtitled] Programme 2
(filmRef)17133	43	7	21	370	Type 2  vocab > structure	0.0	non-fiction Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match ction and a behind-the-scenes look at Celtic and Rangers FC.Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match action and a behind-the-scenes look at Celtic and Rangers FC. [Source - BBC Alba] [Subtitled] Programme 1
(filmRef)17130	392	33	2	46	Type 2  vocab > structure	0.0	non-fiction Mairead Monk agus Liz Pyper a'faighinn comhairle agus ath nuadhachadh bho sgioba Grinn. Le Donna Nicleòid, Lynda Mhàrtainn agus John Bowers. Makeover show with Donna Macleod, Lynda Martin and John Bowers. Mairead Monk and Liz Pyper get a new image from the team. [Source - BBC Alba] Programme 3
(filmRef)17128	393	62	2	2	Type 1  structure > vocab	0.0	non-fiction Tha Uaigneas a sgrùdadh an t-àite a tha aig boireannaich ann an àm deuchainn no trioblaid teaghlaich. The role of women in times of family crisis and trauma. In a candid account, Gina MacDonald talks about how she coped when her husband developed Alzheimers in his late 40s. [Source - BBC online] Programme 3 SHOTLIST: Tha Uaigneas a sgrùdadh an t-àite a tha aig boireannaich ann an àm deuchainn no trioblaid teaghlaich, agus a' toirt tuigse dhrùidhteach air an dòigh anns a bheil iad a làimhseachadh an t-suidheachaidh. Ann an cunntas fhosgailte, phearsanta tha Gina Dhòmhnullach ag ìnnse mar a chuir I h-aghaidh ri suidheachadh anns an robh Alzheimers air a cèile 's e nas òige na 50 bliadhna a dh'aois. Thought-provoking examination of the role of women in times of family crisis and trauma. In a personal and candid, account Gina MacDonald talks about how she coped when her husband developed Alzheimers when he was only in his late 40s. [Source - BBC online]
(filmRef)17126	393	62	2	2	Type 1  structure > vocab	0.0	non-fiction Tha Uaigneas a sgrùdadh an t-àite a tha aig boireannaich ann an àm deuchainn no trioblaid teaghlaich. The role of women in times of family crisis and trauma. In a personal and candid account, Nannie Kearney talks about how she helped her family deal with Alzheimer's and cancer. [Source - BBC online] Programme 1 SHOTLIST: Tha Uaigneas a sgrùdadh an t-àite a tha aig boireannaich ann an àm deuchainn no trioblaid teaghlaich, agus a' toirt tuigse dhrùidhteach air an dòigh anns a bheil iad a làimhseachadh an t-suidheachaidh. Ann an cunntas fhosgailte, phearsanta tha Nannie Kearney ag ìnnse mar a chùm I taic ri 'teaghlach fhèin ri lìnn Alzheimers agus aillse. Thought-provoking examination of the role of women in times of family crisis and trauma. In a personal and candid account, Nannie Kearney talks about how she helped her family deal with Alzheimer's and cancer. [Source - BBC online]
(filmRef)17124	195	33	5	46	Type 2  vocab > structure	0.0	non-fiction Sreath ùr. Fasan agus stoidhle ann am pailt' agus dithis a faighinn ath-nuadhachadh bho eòlaichean. Le Donna Nicleòid, Lynda Mhàrtainn agus John Bowers. New series. Makeover show which sees two people being re-styled by experts Donna Macleod, Lynda Martin and John Bowers. [Source - BBC Alba] Programme 1
(filmRef)17113	153	16	6	752	Type 2  vocab > structure	0.0	non-fiction What does the Partick of today look like and does it still retain a Gaelic identity? [synopsis BBC Alba] Programme 4.
(filmRef)17123	15	49	55	63	Type 2  vocab > structure	0.0	fiction; animation Producer, Moja TV. Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. SHOTLIST: Fàilte gu Fraochy Bay, baile nach fhaic thu a h-uile là! Is iomadh annas a tha ri fhaicinn sa bhaile, agus sin gun ghuth air càil ach muinntir a bhaile fhèin. Tha cuibhle an fhortain a' cuir nan caran agus cridhe an tidseir a' seinn! Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. Is docha nach eil Zac cho òg is a bha e ach chan eil sin ag radh gum bu choir dha a sguir a bhruadar. Tha a chridhe a seinn , ach an can duine gur e ceòl a th'air a bhilean? Zac has never settled into normal, responsible adult life, and he wants one more chance at pop stardom. When opportunity knocks he opens the door and grabs it with both hands, making sure no strings are left unpulled. [Source - BBC Alba]
(filmRef)17121	15	49	55	63	Type 2  vocab > structure	0.0	fiction; animation Producer, Moja TV. Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. SHOTLIST: Fàilte gu Fraochy Bay, baile nach fhaic thu a h-uile là! Is iomadh annas a tha ri fhaicinn sa bhaile, agus sin gun ghuth air càil ach muinntir a bhaile fhèin. Tha cuibhle an fhortain a' cuir nan caran agus cridhe an tidseir a' seinn! Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. Tha am bard fhathast a' feitheamh cobhair ach chaneil sgeul air a bhata-teasairginn ach tha a sgioba sin air an cul a chuir ri treanadh agus fior suidheachadh eiginneach rompa. Tha croitear agus a chuid chaorach air a dhol a-mach air a cheile. Torquil Farquhar has just been left stranded on a dummy iceberg in Fraochy Bay as the lifeboat abandons its training session and heads off to a real life emergency. A local crofter is being held hostage by his mutinous sheep. [Source - BBC Alba]
(filmRef)17120	15	49	55	63	Type 2  vocab > structure	0.0	fiction; animation Producer, Moja TV. Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. SHOTLIST: Fàilte gu Fraochy Bay, baile nach fhaic thu a h-uile là! Is iomadh annas a tha ri fhaicinn sa bhaile, agus sin gun ghuth air càil ach muinntir a bhaile fhèin. Tha cuibhle an fhortain a' cuir nan caran agus cridhe an tidseir a' seinn! Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. [Source - BBC Alba] Tha sgioba bata teasairginn Fraochy Bay a' dol a-sas ann an trèanadh agus a sùil ri de na dh'fhaodadh tighinn le blàthachadh na cruinne. Tha am bàrd Torcuil Fearchar deònach cobhair a dhèanamh oirre ach co a nith cobhair aire-san? The Fraochy Bay lifeboat crew are having a training day. The scenario involves an icy adventure. Passing poet Torquil Farquhar is roped in to help and is well-versed in his role, but what about the lifeboat crew? [Source - BBC Alba]
(filmRef)17119	15	49	55	63	Type 2  vocab > structure	0.0	fiction; animation Producer, Moja TV. Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. SHOTLIST: Fàilte gu Fraochy Bay, baile nach fhaic thu a h-uile là! Is iomadh annas a tha ri fhaicinn sa bhaile, agus sin gun ghuth air càil ach muinntir a bhaile fhèin. Tha cuibhle an fhortain a' cuir nan caran agus cridhe an tidseir a' seinn! Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. [Source - BBC Alba] Thàinig an ola gu Fraochy Bay ach de a' bhuaidh a tha e air a thoirt air a' bhaile agus na daoine? Agus de cho fada sa sheasas e, agus de ni muinntir a' bhaile leis an dìleab? Fraochy Bay has experienced an oil boom, but just as quickly as it arrived it dries up, causing a swift departure of the oil industry. How will the townsfolk deal with the leftovers? [Source - BBC Alba]
(filmRef)17115	153	16	6	752	Type 2  vocab > structure	0.0	non-fiction What does the Partick of today look like and does it still retain a Gaelic identity? [synopsis BBC Alba] Programme 6.
(filmRef)17114	153	16	6	752	Type 2  vocab > structure	0.0	non-fiction What does the Partick of today look like and does it still retain a Gaelic identity? [synopsis BBC Alba] Programme 5.
(filmRef)17059	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 9
(filmRef)17058	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 8
(filmRef)17057	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 7
(filmRef)16991	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd.Programme 3
(filmRef)16997	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 4
(filmRef)16996	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 3
(filmRef)16995	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 2
(filmRef)16994	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 1
(filmRef)16993	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 5
(filmRef)16992	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 4
(filmRef)16990	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 2
(filmRef)17007	3	11	116	256	Type 2  vocab > structure	0.0	non-fiction; television sport Series following sheepdog trials [Source - BBC Alba] Episode 10. Internationals Day 1.
(filmRef)16989	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 1
(filmRef)16984	1	5	560	573	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Moldova special
(filmRef)16974	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay. Programme 6
(filmRef)16973	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay. Programme 5
(filmRef)16972	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay. Programme 4
(filmRef)16971	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay. Programme 3
(filmRef)17003	3	11	116	256	Type 2  vocab > structure	0.0	non-fiction; television sport Series following sheepdog trials [Source - BBC Alba] Episode 6. Atholl and Weem.
(filmRef)17008	3	11	116	256	Type 2  vocab > structure	0.0	non-fiction; television sport Series following sheepdog trials [Source - BBC Alba] Episode 11. Internationals Day 2.
(filmRef)17056	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 6
(filmRef)17045	1	5	560	573	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] [Subtitled] Programme 15 A look at transport link in the Scottish Islands
(filmRef)17055	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 5
(filmRef)17054	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 4
(filmRef)17053	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 3
(filmRef)17052	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 2
(filmRef)17051	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 1 At the Mòd
(filmRef)17047	1	5	560	573	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] [Subtitled] Programme 17 A Moldova special
